Tópico,Palavras,Pesos
132,"matrix, rede, usuarios, to, previnase, federalizada, descentralizada, parler, doa, passando","[0.112, 0.0441, 0.0404, 0.0371, 0.0365, 0.0365, 0.035, 0.0328, 0.0316, 0.0297]"
133,"clama, permita, anjos, crendo, cubro, escarnecem, acampa, implorar, agradavel, eletronicas","[0.0583, 0.0527, 0.0429, 0.0379, 0.0363, 0.0361, 0.0358, 0.0358, 0.0342, 0.0341]"
134,"fiquem, beth, vivi, pressionado, mudaremos, sentemse, apareca, resistem, hino, joguem","[0.0325, 0.0289, 0.0274, 0.0252, 0.0249, 0.0246, 0.024, 0.0238, 0.0235, 0.0234]"
135,"reprender, dobre, fraude, fraudar, toda, jesus, nome, repreendendo, facam, caia","[0.0569, 0.0464, 0.0447, 0.0415, 0.0377, 0.0371, 0.0371, 0.0341, 0.0332, 0.0327]"
136,"feliz, testemunhara, recebi, sorriem, comemorar, admin, experimente, lucro, obrigado, fico","[0.0872, 0.0708, 0.0687, 0.0673, 0.0662, 0.0627, 0.0593, 0.056, 0.0534, 0.0521]"
137,"fraude, barcos, probabilidade, corta, desejas, entender, acontecendo, rastreio, salame, adeque","[0.0406, 0.0292, 0.0218, 0.0218, 0.0193, 0.014, 0.014, 0.0132, 0.0132, 0.0132]"
138,"eterna, graca, salmo, eterno, porque, exercitos, rendei, atrios, gracas, continuamente","[0.1252, 0.0961, 0.0698, 0.0644, 0.0398, 0.0329, 0.0293, 0.0292, 0.0253, 0.0234]"
139,"proteger, reinvestindo, direito, carro, manifestacao, advogado, manifestantes, subindo, compro, passagem","[0.0232, 0.0196, 0.0192, 0.0186, 0.0177, 0.0167, 0.0164, 0.0163, 0.0159, 0.0158]"
140,"insetos, supermercados, baixa, unido, renda, tribunanacional, bugs, bomperfil, vendelos, finalizando","[0.15, 0.0874, 0.0629, 0.0583, 0.0581, 0.0468, 0.0468, 0.0463, 0.0463, 0.0457]"
141,"empresa, bendigo, receberia, sacrificar, beneficiaram, euros, quebrou, prometido, pensei, lucro","[0.1308, 0.1014, 0.1001, 0.0972, 0.0962, 0.0961, 0.0942, 0.0883, 0.0857, 0.0824]"
142,"welcome, tool, groups, managing, professional, telegram, gonzalez, ads, jesus, chats","[0.3741, 0.3403, 0.3403, 0.3397, 0.3385, 0.1913, 0.0763, 0.0692, 0.0681, 0.065]"
143,"desmonetizar, atende, sites, terras, paralelo, escravas, terrabrasilnoticias, curandeiro, bebes, vendia","[0.05, 0.0394, 0.0391, 0.0358, 0.0349, 0.0326, 0.0319, 0.0296, 0.0294, 0.0285]"
144,"enganou, revelacao, profetadas, despertai, igreja, direcionamento, saber, chocante, anule, desperte","[0.0406, 0.0401, 0.033, 0.0212, 0.0207, 0.0206, 0.0204, 0.0201, 0.0196, 0.019]"
145,"entenderam, porque, desgraca, esquerda, instruida, iriamos, esquerdismo, isentao, matou, coreia","[0.1309, 0.0487, 0.0302, 0.0302, 0.0206, 0.0205, 0.0204, 0.0199, 0.0181, 0.0172]"
146,"centavos, 11932178721, pamela, precisando, desempregada, tocar, pequenos, oq, coracao, pix","[0.1454, 0.0898, 0.0882, 0.0848, 0.0831, 0.0827, 0.0816, 0.0797, 0.0757, 0.0713]"
147,"fhc, recado, falem, eleitoral, obriguem, descodificacao, vindas, contem, populares, pacificas","[0.0234, 0.0175, 0.0167, 0.0145, 0.0138, 0.0132, 0.013, 0.0129, 0.0128, 0.0128]"
148,"tentando, saiam, foto, compartilham, denegrir, fraudar, mandem, gerar, comprovante, esquerda","[0.097, 0.0812, 0.0712, 0.0705, 0.0673, 0.0563, 0.0494, 0.0475, 0.0419, 0.0419]"
149,"pollo, vomitar, hugo, narcotrafico, el, justica, ladraaao, conluiado, depor, aciona","[0.0603, 0.0597, 0.0496, 0.0441, 0.0383, 0.0374, 0.0346, 0.0346, 0.0346, 0.0343]"
150,"promulguem, luz, piadas, transformacoes, besteiras, seriedade, pequenas, vossas, veio, vence","[0.0516, 0.0487, 0.0373, 0.0369, 0.0355, 0.0341, 0.0332, 0.0317, 0.0236, 0.0236]"
151,"especulando, conheca, fatos, orientamos, chegados, youtube, fixadas, especular, recem, acessando","[0.1811, 0.1289, 0.1239, 0.1128, 0.1118, 0.1093, 0.1091, 0.1083, 0.1075, 0.1026]"
152,"fiel, video, cleonice, serio, decisivamente, relevantes, dailystar, capturalos, deparou, compreensao","[0.3324, 0.3159, 0.2126, 0.0686, 0.0628, 0.0606, 0.0449, 0.0449, 0.0449, 0.0443]"
153,"ptb, tenente, pl, coronel, valeria, ricardo, paternelli, 22922, delegado, danilo","[0.067, 0.0502, 0.0496, 0.0454, 0.0357, 0.0312, 0.0298, 0.0273, 0.0262, 0.0256]"
154,"mentimos, iluda, venceram, algoritmos, fara, mesmos, acabou, si, ninguem, cada","[0.2972, 0.2934, 0.2696, 0.2661, 0.1827, 0.1602, 0.1372, 0.1125, 0.1024, 0.0725]"
155,"impossivel, impossiveis, causas, paraliticos, colocoa, oracao, atrapalha, ressuscitar, alimentam, testemunhos","[0.114, 0.1061, 0.0938, 0.0675, 0.0675, 0.0665, 0.0643, 0.0613, 0.0605, 0.058]"
156,"acreditamos, prol, reeleito, trabalho, dirigindo, divididos, salvando, familias, lutaremos, ptista","[0.0744, 0.0663, 0.0532, 0.049, 0.0472, 0.0468, 0.0457, 0.044, 0.0432, 0.042]"
157,"youtu, be, lula, pobre, diz, defende, pt, ditaduras, bater, papel","[0.0919, 0.0913, 0.0638, 0.0439, 0.0417, 0.037, 0.0291, 0.0271, 0.027, 0.0254]"
158,"pacientemente, ganhos, dizia, enviar, obrigado, esperando, admin, esperar, enquanto, abencoe","[0.3236, 0.2819, 0.2803, 0.2538, 0.2339, 0.2304, 0.229, 0.195, 0.1054, 0.0919]"
159,"protejam, arrependir, mexeu, horrorizada, rever, erradas, votar, pagar, desesperada, maconaria","[0.0692, 0.0426, 0.0417, 0.0377, 0.0338, 0.0325, 0.0271, 0.0271, 0.0258, 0.0231]"
160,"votam, ligapatriota, post, comunistas, 30deoutubrobolsonaro22, legislativo, participe, abstem, decidam, pauta","[0.0709, 0.0589, 0.0482, 0.0473, 0.0463, 0.0461, 0.0452, 0.0442, 0.043, 0.0428]"
161,"individuo, sistema, ideologia, individuos, culpado, publico, linguistica, ciencia, gera, estimular","[0.0175, 0.0153, 0.0134, 0.0119, 0.0115, 0.0114, 0.0113, 0.0112, 0.011, 0.0108]"
162,"maulditos, ptralhas, 961, 97, comprovantes, exluira, glorificamos, chupando, bolsonarianos, honramos","[0.1097, 0.1068, 0.1037, 0.0982, 0.0932, 0.0628, 0.0628, 0.0623, 0.0623, 0.0618]"
163,"investidores, plataforma, ilimitados, originalidade, disponibilizados, impressionado, genuinos, saques, gerando, reputacao","[0.0924, 0.0704, 0.0687, 0.0687, 0.0661, 0.0615, 0.0608, 0.0563, 0.0559, 0.0555]"
164,"jefferson, ptb, partido, coordenador, sabia, roberto, iludiram, ilegalidades, debandada, desconfio","[0.0877, 0.0581, 0.0479, 0.041, 0.0394, 0.0383, 0.034, 0.034, 0.034, 0.0336]"
165,"pressione, botao, escrever, minutos, dentro, abaixo, poder, davi, david, mateus","[0.4758, 0.434, 0.3737, 0.3093, 0.165, 0.1208, 0.0955, 0.0487, 0.046, 0.0363]"
166,"empresa, dadiva, aprecio, loja, agradecer, consegui, abrir, fizeram, principalmente, quero","[0.2966, 0.2107, 0.1944, 0.1679, 0.1417, 0.1332, 0.1153, 0.1117, 0.1072, 0.097]"
167,"repitam, comigo, existe, deus, nao, , , , , ","[0.2743, 0.2413, 0.234, 0.0343, 0.0251, 0.0, 0.0, 0.0, 0.0, 0.0]"
168,"defendermos, obriguem, desisti, pulo, pronunciar, gato, vindas, contem, acione, populares","[0.0334, 0.0334, 0.033, 0.0329, 0.0322, 0.032, 0.0315, 0.0312, 0.031, 0.031]"
169,"plataforma, investirem, garantem, interessado, libertou, contando, fortemente, legitimidade, gestao, negociacao","[0.141, 0.0978, 0.0925, 0.0925, 0.0914, 0.0904, 0.0885, 0.0868, 0.0821, 0.0815]"
170,"vigilia, vosso, importa, ceus, deixeis, perdoai, ofendido, perdoamos, estais, santificado","[0.0481, 0.0368, 0.0367, 0.0318, 0.0313, 0.0309, 0.0307, 0.029, 0.0286, 0.0279]"
171,"yhvh, adonai, yhvah, brvkh, amen, torah, hebraico, baruch, panayv, eleikha","[0.0965, 0.0745, 0.05, 0.0401, 0.04, 0.04, 0.0396, 0.0365, 0.0364, 0.0364]"
172,"concorda, 13, sim, 22, possa, voce, acacia, fogo, menino, menina","[0.1067, 0.075, 0.0559, 0.0312, 0.0287, 0.0274, 0.0262, 0.026, 0.0232, 0.022]"
173,"avisem, pegando, comprovante, comprovantes, saiam, hospital, mandarem, montagem, votacao, mentiras","[0.0659, 0.0585, 0.0459, 0.044, 0.0434, 0.0416, 0.0403, 0.0393, 0.0378, 0.0361]"
174,"natura, empreendedor, boicotar, yahoo, comprem, apoia, aguenta, divulguem, unir, resposta","[0.2357, 0.1348, 0.1335, 0.1335, 0.1328, 0.1261, 0.1131, 0.0897, 0.0861, 0.0846]"
175,"ativar, conectese, bot, feedback, castilho, brazil, vicente, comecar, florianopolis, henriques","[0.1849, 0.1815, 0.1781, 0.1682, 0.1626, 0.155, 0.1519, 0.1416, 0.1278, 0.125]"
176,"padres, ly, bit, tierrapura, defendam, votemos, candidatos, catolico, decisivo, levantam","[0.0655, 0.0439, 0.0438, 0.0268, 0.0268, 0.0248, 0.0233, 0.0225, 0.0224, 0.0218]"
177,"avisem, comprovante, saiam, dados, dividir, mandarem, pegando, mentiras, bolsonaristas, postanfo","[0.0709, 0.0521, 0.0477, 0.0474, 0.0466, 0.0451, 0.0447, 0.0423, 0.0342, 0.0302]"
178,"foto, davi, dees, kaufer, david, fiel, adentro, publicaciones, anunciaba, representac","[0.515, 0.1406, 0.135, 0.135, 0.1292, 0.086, 0.0735, 0.0735, 0.0735, 0.0735]"
179,"ewzipdz42veynzjh, janeiro, rj, rio, user, linktr, ee, arterial, respiracao, relate","[0.0416, 0.0364, 0.0361, 0.0308, 0.0242, 0.024, 0.0225, 0.0223, 0.022, 0.0204]"
180,"recebemos, antoniaoliveira, enriquece, feliz, marido, investir, oportunidad, fico, puede, personas","[0.0891, 0.0873, 0.0873, 0.073, 0.071, 0.0652, 0.061, 0.0599, 0.0591, 0.0533]"
181,"acima, tudo, todos, brasil, 22, agor, aquir, antao, preparei, professar","[0.1818, 0.0586, 0.043, 0.0399, 0.0361, 0.0342, 0.0342, 0.0342, 0.0298, 0.0298]"
182,"chequem, roubadas, antigamente, denunciem, ruas, militares, vender, imagens, obvio, usado","[0.0212, 0.0209, 0.0192, 0.0186, 0.0158, 0.0138, 0.0134, 0.0132, 0.0132, 0.013]"
183,"ferrovia, fez, defendeu, combate, deu, 40, aumentou, br, possibilitou, pocos","[0.0256, 0.0235, 0.0174, 0.0152, 0.0148, 0.0143, 0.0142, 0.014, 0.0138, 0.0137]"
184,"levantem, coloquem, camisas, brecha, alegar, campanha, evitem, musicas, bandeira, feitas","[0.1925, 0.1776, 0.109, 0.1067, 0.1062, 0.1047, 0.1047, 0.1042, 0.0942, 0.0929]"
185,"divinal, urina, pinico, esquerdas, familia, patria, conheci, macon, amiga, finado","[0.0807, 0.0807, 0.0807, 0.0642, 0.0584, 0.0564, 0.0536, 0.0499, 0.0467, 0.0439]"
186,"apocalipse, besta, livro, dragao, cordeiro, trono, chifres, anjo, cabecas, carne","[0.0584, 0.0373, 0.0273, 0.0272, 0.0236, 0.0227, 0.0217, 0.0186, 0.0178, 0.0156]"
187,"cujo, feliz, nacao, senhor, alegria, felizardo, alagoana, eclesiastico, duplicara, derramara","[0.2953, 0.2242, 0.1044, 0.0795, 0.0567, 0.0398, 0.0398, 0.0398, 0.0398, 0.0398]"
188,"ramiro, ita, coronel, acima, tudo, todos, brasil, deus, jair, fortes","[0.4664, 0.4645, 0.2586, 0.2266, 0.0699, 0.0472, 0.0391, 0.0189, 0.0054, 0.004]"
189,"acima, liberdade, engajados, abenjoe, familia, proteja, insatisfeitos, exerci, patria, acampamento","[0.0553, 0.0406, 0.0306, 0.0306, 0.0299, 0.0298, 0.0281, 0.0281, 0.027, 0.0256]"
190,"encorajamento, mgethan, lucro, experimentem, isabella, acordamos, investimos, decepcionou, obtera, dizemos","[0.1028, 0.1005, 0.092, 0.0768, 0.0768, 0.0757, 0.0746, 0.0746, 0.0727, 0.0671]"
191,"partido, diretorio, estelionatario, explicitos, aparelharam, comemorarmos, juravam, deixavam, contavam, partiram","[0.0394, 0.0361, 0.0361, 0.0361, 0.0361, 0.0361, 0.0361, 0.0355, 0.035, 0.035]"
192,"filha, carreata, pq, jorrando, tutano, sangueo, desgovernado, flaviasotto03, eleitora, negligencia","[0.0435, 0.0396, 0.0236, 0.0198, 0.0198, 0.0198, 0.0198, 0.0198, 0.0198, 0.0191]"
193,"estrume, excluir, imbecis, dispersar, abala, porco, desanime, excluindo, plantar, ptista","[0.1537, 0.1442, 0.138, 0.0831, 0.0819, 0.0819, 0.0748, 0.0748, 0.0715, 0.0715]"
194,"covardes, sozinho, patriotas, apoiadores, sabotarem, brasilzao, olhares, dircenimento, dispercem, arruaceiros","[0.0358, 0.025, 0.0217, 0.0201, 0.0197, 0.0197, 0.0192, 0.0192, 0.0192, 0.0179]"
195,"instagram, brasilsemmedo, briguet, grimaldo, 260, assinem, bras, assine, suspenso, precipitar","[0.2705, 0.1055, 0.0769, 0.0755, 0.072, 0.072, 0.0711, 0.0711, 0.0702, 0.0694]"
196,"arduo, pesadamente, dedicada, requer, dedicado, mentalidade, financeiramente, sustenta, recompensa, paga","[0.267, 0.172, 0.1707, 0.1612, 0.1612, 0.1602, 0.1531, 0.1491, 0.1371, 0.1351]"
197,"patriotas, bom, bolsonaroeleitosegundoturno2022, ideal, dia, boa, calar, xooooo, ruasss, patriotes","[0.1219, 0.0511, 0.0491, 0.031, 0.0303, 0.0303, 0.0269, 0.0267, 0.0267, 0.0267]"
198,"audio, oral, sexo, janja, inflamacao, vagina, vocais, estimou, acidas, rouca","[0.1714, 0.1009, 0.0788, 0.0762, 0.0447, 0.0447, 0.0447, 0.0447, 0.043, 0.043]"
199,"paraguai, ro, rr, atualizado, pi, rn, pb, pa, sc, portugal","[0.0606, 0.0591, 0.0579, 0.057, 0.0569, 0.0562, 0.056, 0.0545, 0.0527, 0.0525]"
200,"midiafarmateuticas, medicinais, curar, fama, conhecida, planta, tamanha, propriedades, limon, possui","[0.1451, 0.1439, 0.1266, 0.1213, 0.1178, 0.1169, 0.1136, 0.1039, 0.1021, 0.099]"
201,"dolares, us, milhoes, panama, informado, hidreletrica, cuba, metro, volta, gay","[0.0836, 0.0508, 0.0331, 0.0256, 0.0237, 0.0206, 0.0202, 0.0188, 0.0175, 0.0171]"
202,"defender, ameaco, jornaldacidadeonline, uniram, perceberam, falsas, nova, democracia, calmaria, sempre","[0.0202, 0.0172, 0.017, 0.0166, 0.0165, 0.0141, 0.014, 0.0139, 0.0135, 0.0129]"
203,"esqueca, salva, natural, leia, remedio, biblia, interessa, midiafarmaceutica, inflamatorios, tosse","[0.1491, 0.1454, 0.1417, 0.1346, 0.1114, 0.0936, 0.0799, 0.0646, 0.0646, 0.0646]"
204,"antagonista, shapiro, ben, podcast, dantas, claudio, especial, talks, discutem, entrevistou","[0.0819, 0.0634, 0.0594, 0.0526, 0.0522, 0.0497, 0.0477, 0.0374, 0.0372, 0.0366]"
205,"cole, peco, conservadores, desenformar, copie, novamente, difamar, descobrimos, mensagem, saia","[0.1176, 0.0888, 0.0884, 0.0842, 0.0819, 0.0778, 0.0748, 0.0729, 0.062, 0.0596]"
206,"maconaria, bolsorano, comunicado, irmas, comportamento, irmaos, restando, entrariamos, leiam, pecado","[0.0765, 0.055, 0.0466, 0.0465, 0.0449, 0.0393, 0.0313, 0.0313, 0.0312, 0.0309]"
207,"cd, talks, horas, 18, avise, youtube, encaminhe, podcast, puderem, 19","[0.2926, 0.2758, 0.1588, 0.1339, 0.1297, 0.1121, 0.0997, 0.0945, 0.0887, 0.0756]"
208,"santo, pensamentos, todopoderoso, desperdicalos, humilharei, atormentaram, separemos, protejanos, abrirei, revelarei","[0.0819, 0.0457, 0.0423, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.0365]"
209,"salve, grito, decrete, kw, cessar, misericordia, virara, concordei, esmoreca, contagia","[0.099, 0.0754, 0.069, 0.0612, 0.0466, 0.0404, 0.0377, 0.0377, 0.0347, 0.0347]"
210,"equipe, tinhamos, guerreiros, mostrar, infelizmente, 671membros, apagaram, 032, amargar, contabilizar","[0.0878, 0.0786, 0.0643, 0.0636, 0.0563, 0.0545, 0.0545, 0.0545, 0.0536, 0.0536]"
211,"sen, gov, 222, 111, 22, 44, 145, marinho, bittar, candidatos","[0.202, 0.1986, 0.0788, 0.0397, 0.0291, 0.0288, 0.0249, 0.0247, 0.024, 0.0238]"
212,"motivar, influenciadores, converter, indecisos, sensibilidade, gigantismo, showmicio, sustentai, trash, pubico","[0.0306, 0.026, 0.0244, 0.024, 0.0203, 0.0203, 0.0203, 0.0203, 0.0203, 0.0203]"
213,"pude, garanto, investimento, uau, investindo, bemsucedido, recebi, postar, sucesso, parabens","[0.1175, 0.1129, 0.1129, 0.1097, 0.1002, 0.0947, 0.0808, 0.074, 0.0671, 0.0593]"
214,"linguagem, butler, cultural, mulheres, feminista, feminino, mulher, tecnica, feministas, repeticao","[0.087, 0.0672, 0.0599, 0.05, 0.0404, 0.0273, 0.0269, 0.0269, 0.0268, 0.0265]"
215,"69, estados, df, 71, 61, 67, 60, 72, 80, 62","[0.0685, 0.065, 0.0591, 0.0558, 0.0548, 0.0546, 0.0477, 0.0395, 0.0362, 0.0362]"
216,"recordes, piso, conseguiu, postura, bateu, dick, chapadao, barbante, rlagosnoticias, mare","[0.042, 0.0384, 0.0362, 0.0331, 0.0299, 0.0294, 0.0294, 0.0294, 0.0294, 0.0286]"
217,"exclusao, vistapatria, inicia, atende, integra, fechamento, confira, veiculos, lista, perfis","[0.2471, 0.2177, 0.2142, 0.2047, 0.1885, 0.1836, 0.1709, 0.1485, 0.1166, 0.113]"
218,"levanta, aparecida, orem, padroeira, senhora, igreja, uma, basilica, nacao, jesus","[0.1086, 0.0922, 0.0794, 0.0716, 0.0536, 0.0433, 0.0428, 0.0409, 0.0394, 0.0379]"
219,"centavos, pix, desempregada, pamela, precisando, tocar, 11932178721, pequenos, oq, coracao","[0.1433, 0.0958, 0.0877, 0.0869, 0.0835, 0.0815, 0.0805, 0.0805, 0.0785, 0.0746]"
220,"paula, oeste, journal, wall, street, pingos, tries, gag, speech, flavio","[0.0226, 0.0198, 0.0158, 0.0153, 0.0146, 0.0142, 0.0124, 0.0124, 0.0121, 0.012]"
221,"mostrem, argentina, espantar, periferias, conversar, jejum, juntem, ajam, venezuela, conversem","[0.0503, 0.034, 0.022, 0.022, 0.0218, 0.0209, 0.0209, 0.0201, 0.0195, 0.0184]"
222,"fiscais, fiscaisdobolsonaro, fraudadores, vazia, suspeitas, secoes, amigas, ocorrencia, atuam, convocado","[0.1057, 0.0531, 0.0517, 0.05, 0.0486, 0.048, 0.0478, 0.0469, 0.0467, 0.0467]"
223,"triunfe, desampare, anular, pensem, salmo, branco, 91, votar, orem, varias","[0.1295, 0.1286, 0.1072, 0.0951, 0.0891, 0.0839, 0.0811, 0.0767, 0.0763, 0.066]"
224,"centavos, cesta, basica, pix, aceito, si, 11932178721, desempregada, pamela, precisando","[0.1137, 0.091, 0.0848, 0.0836, 0.0745, 0.0711, 0.0702, 0.0696, 0.069, 0.0663]"
225,"rodovias, internet, prejudique, desloquemse, prontamente, custe, falte, hispanicos, resista, necessitamos","[0.1084, 0.0976, 0.0797, 0.0797, 0.0785, 0.0763, 0.0763, 0.0755, 0.0744, 0.0744]"
226,"yhwh, yhvh, yhvsh, yausha, mashiach, poderoso, salva, gloria, filho, misericordia","[0.1865, 0.1063, 0.0916, 0.0875, 0.0753, 0.0637, 0.0556, 0.0377, 0.033, 0.03]"
227,"foto, savior, voutara, my, jesus, amo, 2030, rostro, alli, verdadero","[0.5772, 0.3415, 0.1934, 0.1857, 0.172, 0.1676, 0.1089, 0.1052, 0.0967, 0.0967]"
228,"soltos, virarmos, prefeitos, telefonia, faminto, lembrense, relaciona, empobrecer, concessionarias, repassemos","[0.0329, 0.0316, 0.0238, 0.0199, 0.0199, 0.0199, 0.0199, 0.0199, 0.0196, 0.0196]"
229,"instagram, suspende, justificativa, perfil, jornal, conservador, medico, terrabrasilnoticias, tamu, assistam","[0.2437, 0.1633, 0.1369, 0.1062, 0.1018, 0.0994, 0.0793, 0.0717, 0.0573, 0.0567]"
230,"luiz, inacio, estudamos, preocupa, irmas, universidade, mae, frase, perdi, ia","[0.0583, 0.0556, 0.0343, 0.0325, 0.0277, 0.0276, 0.0258, 0.0254, 0.0238, 0.0233]"
231,"vcs, telegran, postando, news, videos, grupos, fake, serio, enganados, parem","[0.0339, 0.0314, 0.0304, 0.0292, 0.0286, 0.0271, 0.0262, 0.0253, 0.025, 0.0233]"
232,"robos, cara, caducar, assustado, contava, tsunami, metal, rotulo, aplicaram, vitoriosa","[0.1202, 0.091, 0.0749, 0.0741, 0.072, 0.0713, 0.0713, 0.0707, 0.0702, 0.0696]"
233,"aninhos, pago, sintam, contribuir, colhe, principe, planta, princesa, autista, duraria","[0.0703, 0.0629, 0.0619, 0.0557, 0.0549, 0.0524, 0.049, 0.0418, 0.0406, 0.0406]"
234,"votearlene, graf, santacatarina, aliarmos, arlenegraf, arlene, obrigatoriedade, 22, blumenau, 5122","[0.0906, 0.0906, 0.0906, 0.0906, 0.0906, 0.0906, 0.0802, 0.0791, 0.0786, 0.0786]"
235,"confiaveis, plataformas, aluguel, ganhando, abencoar, tao, pagar, posso, feliz, continue","[0.2535, 0.2407, 0.214, 0.2062, 0.1895, 0.1748, 0.1635, 0.1454, 0.1381, 0.1369]"
236,"acabei, 15mil, gerenciamento, artur, abencoalo, receber, negociacao, obrigado, trata, contas","[0.0882, 0.0855, 0.0832, 0.0795, 0.0683, 0.0648, 0.0622, 0.0518, 0.0499, 0.0454]"
237,"oficial, atletas, celebridades, like, analistas, influenciadores, participe, povao, 17hs, empresarios","[0.1424, 0.1408, 0.13, 0.12, 0.1109, 0.1084, 0.1075, 0.1037, 0.1034, 0.0994]"
238,"rua, pra, prejudicaram, rotulado, robusta, superamos, metodos, sempre, representacao, enfrentando","[0.1688, 0.0563, 0.0334, 0.0331, 0.0325, 0.0315, 0.0306, 0.03, 0.0293, 0.0288]"
239,"divirtace, blogspot, globo, salve, bolsonaronaglobo, suba, tag, desmascarados, quebrados, amplie","[0.0737, 0.0523, 0.0403, 0.0364, 0.0299, 0.0295, 0.0292, 0.0292, 0.0289, 0.0284]"
240,"heroi, frouxo, cara, desculpas, aguentar, apoiadores, chega, chamada, sabe, engole","[0.0958, 0.0491, 0.0489, 0.0451, 0.0437, 0.036, 0.0328, 0.0303, 0.0301, 0.0295]"
241,"sbt, audiencia, participar, 30h, espectadores, sexta, reunir, expresidiario, 21, debate","[0.1915, 0.1444, 0.1369, 0.1016, 0.0906, 0.0865, 0.0839, 0.0743, 0.0737, 0.0676]"
242,"estipar, ita, ramiro, cancer, coronel, acima, brasil, vamos, tudo, enfiando","[0.4096, 0.3223, 0.3106, 0.2949, 0.1722, 0.1509, 0.0534, 0.0524, 0.0466, 0.0329]"
243,"consagracao, senhora, sacerdotes, prerrogativas, encaminho, chefe, realizei, redentora, missas, desejarem","[0.0835, 0.083, 0.0731, 0.0587, 0.0543, 0.0542, 0.0532, 0.0532, 0.0527, 0.0522]"
244,"interpor, conclamem, convoquem, levemente, congregacoes, estudei, autoritarios, controlada, totalitarios, cartilha","[0.07, 0.07, 0.07, 0.07, 0.0687, 0.0656, 0.0647, 0.0618, 0.059, 0.0581]"
245,"espiritual, lembremos, seculos, guerra, avante, faga, acalmese, assimilado, truque, recebereis","[0.0726, 0.0673, 0.0588, 0.0493, 0.0481, 0.0428, 0.0428, 0.0417, 0.0407, 0.0399]"
246,"regras, sumosacerdote, genesis, apoc, vinha, ap, heranca, lavradores, sumosacerdocio, jo","[0.0265, 0.024, 0.0217, 0.0215, 0.0202, 0.0199, 0.0198, 0.0189, 0.0189, 0.0171]"
247,"assistir, conservadores, miniatura, censuraram, pede, comparacoes, play, interessantes, video, coloquei","[0.0704, 0.0648, 0.0646, 0.0615, 0.0547, 0.0544, 0.0522, 0.05, 0.0486, 0.0479]"
248,"su, el, honduras, belice, registrate, ecuatorial, paraguay, ecuador, uruguay, haga","[0.1512, 0.1077, 0.1006, 0.1006, 0.1006, 0.1006, 0.1006, 0.1006, 0.1006, 0.1006]"
249,"censura, domingo, mexamse, censuranuncamais, dextra, foralula, fechadocombolsonaro, inscreverem, bolsonaropresidente, pelobemdobrasil","[0.0373, 0.0358, 0.0342, 0.0342, 0.0334, 0.0327, 0.031, 0.0293, 0.0281, 0.0276]"
250,"tse, censurar, estadao, exige, aprendem, resolucao, disse, candidatura, nenhuma, estado","[0.0286, 0.0256, 0.0194, 0.0189, 0.0166, 0.014, 0.0139, 0.013, 0.0126, 0.0125]"
251,"estabilizaram, instalaram, comparem, adiada, digerir, colheram, entender, derrotismo, avancamos, voces","[0.0388, 0.0388, 0.0388, 0.0388, 0.0384, 0.0384, 0.0381, 0.038, 0.0377, 0.0373]"
252,"chines, ift, tt, comunista, china, partido, chapeus, jinping, xi, virus","[0.0602, 0.0372, 0.0369, 0.0345, 0.0342, 0.0261, 0.0207, 0.0186, 0.0184, 0.018]"
253,"defender, ameaco, uniram, perceberam, falsas, democracia, escolha, passado, sempre, milhao","[0.026, 0.0222, 0.0213, 0.0213, 0.0182, 0.0179, 0.0156, 0.0154, 0.0154, 0.015]"
254,"hell, isis, ra, abissais, cabalisticos, judaicos, nomes, abissal, cabalistico, yah","[0.2352, 0.233, 0.2298, 0.215, 0.2087, 0.159, 0.1471, 0.0959, 0.079, 0.0665]"
255,"mincha, meditar, isaque, tarde, suwach, minkhah, minhah, shvh, originada, 63","[0.233, 0.224, 0.1998, 0.1793, 0.1329, 0.1329, 0.1329, 0.1329, 0.1329, 0.1213]"
256,"salvadora, ganhei, privilegio, recentemente, ana, juntar, acabei, tanto, neste, dinheiro","[0.2719, 0.2581, 0.2371, 0.1909, 0.1842, 0.1706, 0.158, 0.1026, 0.0884, 0.0875]"
257,"212, 0207, 001, london, ny, 917, new, york, england, 00","[0.1686, 0.1295, 0.1163, 0.086, 0.0759, 0.0734, 0.065, 0.0641, 0.0476, 0.0445]"
258,"possui, cumprira, creiam, confiem, militares, politizador, inquestionavel, missao, sucesso, perguntem","[0.0385, 0.0324, 0.0294, 0.0265, 0.0259, 0.0211, 0.0211, 0.0211, 0.021, 0.0205]"
259,"suposta, tristes, armacao, combinado, reinado, indireto, voltem, busquem, perda, sra","[0.1073, 0.0758, 0.0561, 0.0498, 0.0475, 0.047, 0.0456, 0.0448, 0.037, 0.0302]"
260,"facada, vivesse, selamento, orei, chorei, entendi, perdoe, maconica, seita, satanica","[0.2362, 0.1668, 0.1618, 0.1459, 0.1404, 0.1404, 0.1292, 0.1287, 0.1231, 0.1212]"
261,"economia, vamos, vivas, etc, criticas, mostrar, votos, argentina, chapeco, gabrili","[0.0229, 0.0219, 0.0197, 0.0188, 0.0183, 0.0149, 0.0147, 0.0137, 0.0132, 0.0132]"
262,"amarrado, adorar, satanas, ta, maconaria, adoracao, jesus, satanista, plantao, rejeitei","[0.2476, 0.1733, 0.1422, 0.1009, 0.0948, 0.0659, 0.0569, 0.0545, 0.0494, 0.0431]"
