Tópico,Palavras,Pesos
306,"perversa, agride, surita, remorso, emilio, verbo, bastidores, angulo, face, solta","[0.0573, 0.0474, 0.037, 0.0367, 0.0344, 0.0295, 0.0293, 0.0256, 0.0255, 0.0229]"
307,"rumo, vitoria, venceremos, patricya, oficializado, vencer, conquistar, juntos, camomila, bssonaro","[0.0429, 0.0416, 0.0413, 0.0339, 0.0307, 0.0286, 0.0229, 0.0189, 0.0186, 0.0186]"
308,"famoso, lugar, tian, tao, kwaivideo, zhongshi, fangcun, costurando, zai, huo","[0.4104, 0.1676, 0.1275, 0.0942, 0.0856, 0.0251, 0.0251, 0.0251, 0.0229, 0.0217]"
309,"senta, dedo, manda, programa, sairia, proibido, mundo, todo, hoje, tse","[0.1775, 0.103, 0.0798, 0.0776, 0.0596, 0.0435, 0.0289, 0.0273, 0.0259, 0.0192]"
310,"assado, assados, mapara, 988300454, tambaqui, ndeg3061, saborosos, premio, porcoes, fritos","[0.0338, 0.0215, 0.0215, 0.0215, 0.0215, 0.0215, 0.0212, 0.021, 0.021, 0.0199]"
311,"arruda, bet365, software, mesarios, frota, premios, malicioso, ceo, sr, us","[0.0165, 0.013, 0.0111, 0.0111, 0.0105, 0.0093, 0.0091, 0.0087, 0.0086, 0.0082]"
312,"eleitorais, multa, criminaliza, colar, adesivo, urgencia, restricao, pesquisas, cpi, lira","[0.0521, 0.0518, 0.0448, 0.0427, 0.0334, 0.0331, 0.0321, 0.0309, 0.0289, 0.0288]"
313,"278, formais, empregos, gera, prometido, 13o, salario, assinadas, caged, setembro","[0.0732, 0.0554, 0.0509, 0.0372, 0.0222, 0.0212, 0.0205, 0.0186, 0.018, 0.0174]"
314,"ratoeira, rato, fazendeiro, desculpeme, problema, febre, porco, vaca, correu, galinha","[0.078, 0.0508, 0.0488, 0.0247, 0.0242, 0.0231, 0.0223, 0.0219, 0.0219, 0.0217]"
315,"banheiro, odores, manchas, banheiros, produto, unissex, bactericida, 100ml, parauapeba, extreme","[0.145, 0.0586, 0.0366, 0.0354, 0.0326, 0.0264, 0.0244, 0.0244, 0.0234, 0.0234]"
316,"5min, apelar, programa, tv, exalta, incentivar, homenagem, pensandodireita, criticas, centrodireita","[0.2638, 0.0626, 0.0528, 0.0507, 0.0434, 0.0304, 0.0276, 0.027, 0.0263, 0.0251]"
317,"paschoal, janaina, ajudou, escutem, impeachment, divulguem, dilma, atencao, fazer, param","[0.3765, 0.3389, 0.2746, 0.2383, 0.124, 0.1219, 0.0844, 0.0478, 0.0228, 0.0094]"
318,"explica, volta, traga, emprestou, inadimplencia, rose, falencia, eletronorte, anemia, mamona","[0.0576, 0.0523, 0.0345, 0.0222, 0.0213, 0.0186, 0.0147, 0.0138, 0.0138, 0.0138]"
319,"restituicao, ipva, motoristas, incluso, bebedeira, fogos, agirao, condutores, 250, gravando","[0.0399, 0.0377, 0.0334, 0.032, 0.0299, 0.0287, 0.0286, 0.0271, 0.0268, 0.0246]"
320,"jb, marquei, percebo, 45, acompanhem, 47, totais, 46, 42, 48","[0.1296, 0.0401, 0.0391, 0.0386, 0.0367, 0.0363, 0.0339, 0.0334, 0.0322, 0.0322]"
321,"pag, item, 160, abertamente, absurdos, sandices, progama, destacase, soa, ndeg","[0.0575, 0.0535, 0.0463, 0.0257, 0.0206, 0.02, 0.0199, 0.0198, 0.0196, 0.0184]"
322,"assinando, chng, assinaturas, it, ajudar, precisamos, podemos, 9421, 399580, 1406039","[0.3966, 0.2871, 0.2562, 0.2542, 0.1034, 0.078, 0.0738, 0.0517, 0.0405, 0.0405]"
323,"live, sprint, 2000hs, mauricio, aovivo, vivo, conectar, jaja, gusttavo, ltda","[0.0599, 0.0382, 0.0321, 0.0247, 0.0239, 0.0218, 0.0198, 0.0198, 0.0194, 0.018]"
324,"araguaina, tv, redetv, lucas, cult, mamata, tele, exibindo, exaltando, fingers","[0.048, 0.0454, 0.0375, 0.0297, 0.0283, 0.0269, 0.0233, 0.0224, 0.0219, 0.0214]"
325,"compartilhou, comigo, muita, kwaivideo, video, gente, compartil, 9000, compartilharam, compartilhei","[0.4528, 0.2141, 0.0859, 0.0655, 0.0307, 0.0295, 0.0192, 0.0131, 0.0124, 0.0116]"
326,"devem, averiguar, continuaremos, glo, armadas, encaminhar, forcas, entrem, possivel, garantirem","[0.0264, 0.0226, 0.0217, 0.0191, 0.0176, 0.0165, 0.0152, 0.0152, 0.0151, 0.0146]"
327,"ste, acompanharam, ocorridas, 1deg, produziram, regiamente, yves, encerrando, constataram, vistoriar","[0.0405, 0.0398, 0.0391, 0.0286, 0.0254, 0.0254, 0.0249, 0.0246, 0.0245, 0.0243]"
328,"dormir, dormi, dormindo, dorme, asisti, fuiii, acordar, florianopolis, ksks, durmir","[0.1187, 0.0613, 0.0441, 0.038, 0.0255, 0.0255, 0.0247, 0.0246, 0.0241, 0.0241]"
329,"benford, graficos, anomalias, apresentam, especialistas, disponiveis, vermelhas, dados, curva, fonte","[0.0371, 0.0311, 0.0299, 0.023, 0.023, 0.0223, 0.0192, 0.019, 0.0187, 0.018]"
330,"fux, celebra, gritam, goncalo, superlive, apoiadores, comicio, rebate, vim, acompanham","[0.0681, 0.0571, 0.0497, 0.0455, 0.0391, 0.0354, 0.0301, 0.0299, 0.0297, 0.0287]"
331,"154, insercoes, radio, radios, faria, fabio, insercao, comunicacoes, farias, grave","[0.049, 0.0354, 0.0334, 0.0327, 0.0262, 0.0242, 0.0221, 0.0211, 0.0183, 0.0173]"
332,"abril, veja, br, , , , , , , ","[0.5609, 0.1003, 0.0293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
333,"downloads, 1080p, ilimitados, games, ping, ddd, rodando, tim, conexao, mensais","[0.078, 0.077, 0.077, 0.0766, 0.0744, 0.0723, 0.0694, 0.0685, 0.0681, 0.0663]"
334,"instagram, stories, vivo, , , , , , , ","[0.154, 0.0502, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
335,"filha, gancia, laura, barbara, ataca, puta, jornalista, put, emociona, michelle","[0.0798, 0.076, 0.0726, 0.0619, 0.0573, 0.0531, 0.0507, 0.0438, 0.0372, 0.0293]"
336,"exploracao, xuxa, adolescentes, sexual, assinou, damares, impeachment, divulgar, criancas, ajudar","[0.1816, 0.1796, 0.1621, 0.1581, 0.1539, 0.0807, 0.0754, 0.0681, 0.0593, 0.052]"
337,"adesivaco, bolsonaroreeleito22, 2592, fujisan, durval, escolho, huck, bolsonaro22, barao, 22","[0.0618, 0.0447, 0.0406, 0.0389, 0.0389, 0.0336, 0.0316, 0.0265, 0.0245, 0.0238]"
338,"google, 220, www, pesquisem, artigo, kwaivideo, candidato, faz, youtu, be","[0.343, 0.0535, 0.0287, 0.0269, 0.0204, 0.0072, 0.004, 0.0032, 0.0011, 0.0011]"
339,"shorts, enquadra, acachapante, lacrador, ratinho, mariguelinha, buzinaco, duelo, simone, tebet","[0.1542, 0.1219, 0.0787, 0.0779, 0.077, 0.0682, 0.0672, 0.0603, 0.0517, 0.0494]"
340,"sintomas, infarto, intestinal, redebrasilnews, silencioso, selvagem, prevenir, fulminante, quais, chas","[0.2881, 0.1679, 0.1261, 0.1058, 0.0911, 0.0739, 0.0734, 0.0679, 0.0644, 0.0612]"
341,"docs, google, klkkllllllkk, formularios, chrome, acertaram, perna, coloquei, pesquisar, curta","[1.1399, 0.2695, 0.0465, 0.0425, 0.0298, 0.0279, 0.0245, 0.021, 0.0177, 0.0137]"
342,"dataforum, expande, cla, esquenta, pabllo, posa, vittar, calcinha, poderaopovo, nua","[0.0758, 0.0737, 0.0609, 0.0582, 0.0564, 0.0564, 0.0559, 0.0556, 0.0539, 0.0414]"
343,"vistapatria, br, , , , , , , , ","[1.6205, 0.0439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
344,"hacker, hackers, interrompe, record, ataque, illinois, sequestraram, programacao, confidenciais, emails","[0.1039, 0.0975, 0.0927, 0.072, 0.0506, 0.0386, 0.0336, 0.0336, 0.028, 0.0248]"
345,"alvaroreis, flyer, gere, github, io, malignos, ironia, ancora, citar, louvado","[0.1337, 0.1319, 0.1196, 0.0913, 0.089, 0.0628, 0.0432, 0.0422, 0.0396, 0.033]"
346,"dorneles, patrick, 2022, ocombatente, ocorrerao, 08, 11, toledo, 05, oblema","[0.0633, 0.0521, 0.0473, 0.0323, 0.0288, 0.0266, 0.0213, 0.0212, 0.0206, 0.0202]"
347,"agua, onca, beber, enojo, laxante, aguas, batizada, acordei, nervosinho, bebe","[0.0895, 0.038, 0.0317, 0.021, 0.0161, 0.0154, 0.0149, 0.0146, 0.0146, 0.0134]"
348,"comente, precisara, pete, escolheu, allan, instagram, venceremos, bombaaaaa, dignidadetratou, honranao","[0.03, 0.0271, 0.0261, 0.0234, 0.0192, 0.0173, 0.0159, 0.0143, 0.0143, 0.0143]"
349,"empresarios, empresario, empreendedores, colaboradores, quadrilhao, empreendedor, micro, dispensar, empregos, orientar","[0.0542, 0.0311, 0.0237, 0.0223, 0.0187, 0.016, 0.0157, 0.0124, 0.0118, 0.0116]"
350,"uau, popular, kwaivideo, risadinha, representou, comercial, promocao, super, , ","[1.1819, 0.5341, 0.1552, 0.0392, 0.0277, 0.0113, 0.011, 0.01, 0.0, 0.0]"
351,"mg, duplicado, br381, tuneis, aowwwww, localize, caldas, claros, bomdia, montes","[0.1206, 0.0785, 0.0647, 0.0539, 0.0436, 0.0418, 0.0409, 0.0387, 0.0383, 0.0357]"
352,"estupro, monteiro, vulneravel, armazenar, dumont, gabriel, pronuncia, moradora, acusacoes, exvereador","[0.0838, 0.0483, 0.0434, 0.0396, 0.0328, 0.031, 0.0307, 0.0292, 0.0287, 0.0275]"
353,"desbloquear, federalizacao, to010, mtst, militantes, estradas, recebidos, enviar, 364, milhares","[0.1107, 0.0751, 0.074, 0.0668, 0.0656, 0.0561, 0.0511, 0.0459, 0.0443, 0.0418]"
354,"nhem, contestacao, embasamento, compreendam, logistica, demora, fanaticos, agir, explicacao, encararao","[0.031, 0.0259, 0.0229, 0.0221, 0.0199, 0.0192, 0.0186, 0.0164, 0.0152, 0.0141]"
355,"atropelamentos, naturalidade, assaltantes, refuta, hattem, marcel, jornalista, critica, intimida, desmaia","[0.1087, 0.1017, 0.0846, 0.0614, 0.0527, 0.0459, 0.0435, 0.041, 0.0374, 0.0367]"
356,"164, suspende, consolidando, dianteira, ministra, resposta, bucchianeri, dava, exclusao, plenario","[0.0918, 0.081, 0.0447, 0.0401, 0.0376, 0.0282, 0.0269, 0.0258, 0.023, 0.0205]"
357,"mb, 99, instalacao, 92161863, 97432641, roteador, mensalidade, brisanet, 88, obter","[0.1966, 0.1108, 0.094, 0.0909, 0.0909, 0.0824, 0.0802, 0.0704, 0.0655, 0.0632]"
358,"desculpe, desculpas, desculpa, desculpem, desculpar, ofendi, sinto, nervosismo, recebelos, chineladas","[0.0923, 0.0725, 0.0686, 0.0363, 0.0305, 0.022, 0.0178, 0.0174, 0.0155, 0.0155]"
359,"enqueteeleicoes2022, enquete, nordestegoiano, 2o, oficial, vote, republica, 2022, turno, 2052","[0.2897, 0.1983, 0.1133, 0.1003, 0.0717, 0.07, 0.0552, 0.032, 0.0269, 0.0125]"
360,"desaconselhar, curvar, reuna, desligue, derrubadas, messenger, guardas, evite, tirano, desesperadamente","[0.0283, 0.0277, 0.0272, 0.0264, 0.0259, 0.0257, 0.0256, 0.0244, 0.0243, 0.0243]"
361,"mostrou, degenerados, avacalhacao, acobertamento, facinorosos, conveniencias, desmoralizante, depravacao, vis, perturbador","[0.0269, 0.0217, 0.0216, 0.0214, 0.0214, 0.0213, 0.0212, 0.0211, 0.0211, 0.0209]"
362,"agenda, presidencia, candidatos, trump, confira, portaltocanews, desistem, sexta, donald, candidatura","[0.0769, 0.0539, 0.0511, 0.0462, 0.0414, 0.0384, 0.0346, 0.0339, 0.0294, 0.0276]"
363,"2233, faltam, delegado, valer, diaaa, costa, 02, silva, pena, deputado","[0.1012, 0.0907, 0.0795, 0.0693, 0.0586, 0.0411, 0.0318, 0.0311, 0.0291, 0.0263]"
364,"machado, demitido, servidor, maluf, exonerado, insercoes, depoimento, gabinete, infirmando, radios","[0.0277, 0.0253, 0.0245, 0.0245, 0.023, 0.0214, 0.0203, 0.0195, 0.0162, 0.0156]"
365,"diariodopoder, diariodecampinagrande, negromonte, cajado, acessepolitica, diariodocomercio, jornaldachapada, choras, leao, pronuncia","[1.1622, 0.1346, 0.0897, 0.068, 0.0671, 0.052, 0.052, 0.052, 0.0466, 0.0366]"
366,"minas, mineiros, zema, ameacando, gerais, mineiro, ameacou, governador, bandidao, consequentemente","[0.0616, 0.0595, 0.0463, 0.0433, 0.0421, 0.0323, 0.0249, 0.0245, 0.0245, 0.0191]"
367,"cearaleste, portal, jornalismo, friendly, cearense, atividades, pet, acompanhe, acmp, ceara","[0.1139, 0.0282, 0.0172, 0.0171, 0.0136, 0.0128, 0.0121, 0.0118, 0.0107, 0.0106]"
368,"apelaram, criada, gayer, gustavo, ajude, desespera, vazar, bolsonarismo, solta, fake","[0.1038, 0.0593, 0.0552, 0.046, 0.0349, 0.0346, 0.0331, 0.0321, 0.0262, 0.0236]"
369,"perez, padua, daniela, assassino, morre, pisarev, melancia, morreu, mma, guilherme","[0.08, 0.0744, 0.0578, 0.0567, 0.056, 0.0456, 0.0406, 0.0401, 0.0352, 0.035]"
370,"jovens, adolescentes, juventude, adolescente, meninas, geane, pre, ifba, eunapolis, aparentam","[0.0669, 0.041, 0.0394, 0.0356, 0.0328, 0.0314, 0.0296, 0.0296, 0.028, 0.0268]"
371,"seguidores, curtidas, 50, 1000, instg, 00, mistos, promocao, r30, 700","[0.1901, 0.0636, 0.0469, 0.0399, 0.0285, 0.0277, 0.0256, 0.0223, 0.0186, 0.0178]"
372,"sessoes, zero, contato, votou, divulguem, email, urgente, favor, voto, brail","[0.2318, 0.1558, 0.1378, 0.1183, 0.1143, 0.0985, 0.0398, 0.0376, 0.0249, 0.0118]"
373,"joaoeymard, github, io, tia, tenta, novo, faca, tambem, , ","[1.0345, 0.926, 0.9026, 0.0441, 0.02, 0.0068, 0.004, 0.0018, 0.0, 0.0]"
374,"pobreza, extrema, desnutricao, passavam, estudo, 2020, internacoes, historica, taxa, monetariamente","[0.0508, 0.045, 0.0273, 0.0195, 0.0177, 0.0168, 0.0165, 0.0162, 0.0159, 0.0156]"
375,"pandemia, ceilandia, reativando, aregiao, dissecou, memoria, respiradores, epoca, atingia, lotavam","[0.1196, 0.0401, 0.0249, 0.02, 0.0189, 0.0166, 0.0163, 0.0155, 0.011, 0.011]"
376,"incriveis, publicados, conferir, venha, videos, lulaflix, jovanelimaa, santos0826, ferreira421, souza344","[0.2247, 0.179, 0.1395, 0.0646, 0.0482, 0.0398, 0.0345, 0.0243, 0.0243, 0.0243]"
377,"desistir, pronunciar, fiquem, pedir, fortes, chance, ultima, repassem, ninguem, ficar","[0.1065, 0.091, 0.0642, 0.0587, 0.0457, 0.0389, 0.0326, 0.0238, 0.0226, 0.0184]"
378,"ferrovia, possibilitou, defendeu, construidas, obteve, pocos, aumentou, diminuir, fez, recordes","[0.0167, 0.0108, 0.0107, 0.0104, 0.0098, 0.0098, 0.0096, 0.009, 0.0087, 0.0085]"
379,"oantagonico, net, vencera, resistir, soltura, mexidas, projac, alvara, disfarcam, sosforcasarmadas","[0.8982, 0.4391, 0.125, 0.0857, 0.0452, 0.038, 0.038, 0.0366, 0.0364, 0.0341]"
380,"vascaina, recepcionou, valoroso, torcida, vasco, paes, devia, levou, jogo, respeito","[0.2503, 0.2503, 0.2405, 0.2011, 0.1895, 0.183, 0.1716, 0.1105, 0.0745, 0.072]"
381,"vivo, au, youtu, be, acompanhe, 18, 30, direita, resultado, assim","[0.2094, 0.0322, 0.0231, 0.0231, 0.0127, 0.0078, 0.0047, 0.0038, 0.003, 0.0018]"
382,"cidadania, desvairada, regulamentou, ofertara, escanear, qrcode, plata, reorganizarse, endividadas, consignado","[0.0382, 0.0263, 0.0263, 0.0263, 0.0254, 0.0241, 0.0231, 0.0223, 0.0216, 0.0195]"
383,"pollo, vomitar, hugo, narcotrafico, el, conluiado, ladraaao, carvajal, unha, viralizem","[0.046, 0.0433, 0.0298, 0.0289, 0.028, 0.027, 0.0254, 0.025, 0.0247, 0.0247]"
384,"downloads, ilimitados, 1080p, games, ping, ddd, mensais, rodando, conexao, disponivel","[0.0829, 0.0819, 0.0819, 0.0815, 0.079, 0.0768, 0.0705, 0.0703, 0.0658, 0.0568]"
385,"otempo, otvfoco, oig, oeco, oaltoacre, ointrigante, cepal, br, www, org","[1.0312, 0.1032, 0.0474, 0.0474, 0.0474, 0.0409, 0.0344, 0.0281, 0.0211, 0.017]"
386,"planetafolha, via, rolim, atualizacao, rondonia, user, interdicoes, vilhena, moura, 364","[0.1704, 0.0753, 0.0379, 0.0305, 0.0302, 0.0256, 0.025, 0.0234, 0.0234, 0.0228]"
387,"leite, condensado, corta, doce, vaiada, remedio, amido, efeito, claudia, viagra","[0.2156, 0.0524, 0.0524, 0.047, 0.0419, 0.036, 0.0279, 0.0255, 0.0251, 0.023]"
388,"carro, jeep, carros, adesivo, adesivando, estacionar, adesivar, caminhoneiro, 1600hrs, vemdendo","[0.0824, 0.0416, 0.0404, 0.0309, 0.0243, 0.0224, 0.0218, 0.0204, 0.0179, 0.0179]"
389,"poliomielite, vacinacao, queiroga, polio, vacinem, pronunciamento, apela, reintroducao, barrando, explodirem","[0.1778, 0.0734, 0.0693, 0.0371, 0.0366, 0.036, 0.028, 0.0249, 0.0239, 0.0239]"
390,"contamina, quimica, rumble, dependente, td, lapada, klein, inteligente, amanda, carropipa","[0.1103, 0.0953, 0.0845, 0.0845, 0.0656, 0.0601, 0.0593, 0.0565, 0.0513, 0.0461]"
391,"desobstruam, rodovias, manifestantes, desosbtruam, pede, libere, desobstrucao, styvenson, indiferencas, manifestase","[0.0917, 0.0759, 0.0669, 0.0566, 0.0414, 0.0402, 0.0394, 0.0335, 0.0301, 0.0301]"
392,"kwai, golds, semanalmente, ganharemos, impulsionar, ganhe, app, 000, venha, segunda","[0.3166, 0.211, 0.2048, 0.1851, 0.1732, 0.1383, 0.1015, 0.0592, 0.0551, 0.0531]"
393,"vozdopara, traduzir, arregou, traduzindo, br, limao, pontual, sentiu, foda, escolhe","[1.6738, 0.0451, 0.0417, 0.0396, 0.0354, 0.0333, 0.0281, 0.0271, 0.0239, 0.0238]"
394,"majoritario, socio, lulladrao, frigorificos, lulinha, cooperfrigu, implicando, gurupito, incriminados, cuidador","[0.0327, 0.0298, 0.0232, 0.023, 0.0173, 0.015, 0.015, 0.015, 0.0149, 0.0148]"
395,"satanista, satanismo, compactua, associam, reaparece, barrou, bitcoins, ideias, exijo, ataca","[0.1352, 0.0532, 0.0483, 0.0376, 0.0336, 0.0336, 0.0323, 0.0244, 0.0236, 0.0225]"
396,"italiana, mundim, italia, itatiaia, ufmg, frustra, embaixada, giorgia, rita, globalistas","[0.0966, 0.0642, 0.0547, 0.0533, 0.0487, 0.0483, 0.0468, 0.04, 0.0379, 0.0321]"
397,"influencer, rachadinha, nega, negativa, jantar, acusa, rejeita, mandaram, propaganda, maia","[0.0497, 0.0426, 0.0348, 0.033, 0.0327, 0.0319, 0.0313, 0.03, 0.0297, 0.0291]"
398,"ginasio, cantores, catolicos, fieis, entremos, nilson, liderancas, missas, cabem, bsb","[0.0398, 0.0226, 0.0186, 0.0176, 0.0168, 0.0164, 0.0161, 0.015, 0.0143, 0.0141]"
399,"pauteiros, entupidas, conexaominas, engoliram, canetas, jornalismo, microfones, redacoes, imprensa, esconder","[0.014, 0.0135, 0.0133, 0.0119, 0.0119, 0.0118, 0.0113, 0.0112, 0.011, 0.0106]"
400,"falta, peroba, faltam, perfeito, competencia, oleo, soraya, honestidade, simone, controle","[0.1641, 0.1041, 0.0751, 0.0742, 0.0662, 0.0656, 0.0656, 0.064, 0.0601, 0.0415]"
401,"bradojornal, change, conceituado, revistaformosa, meionorte, dailyintimes, theepochtimes, ebiografia, org, rondoniagora","[0.5269, 0.3379, 0.3073, 0.2088, 0.2064, 0.1114, 0.1114, 0.1002, 0.0929, 0.0646]"
402,"pagina1pb, clickpb, clickpetroleoegas, credited, aprofundam, jor, br, conhecimentos, focus, parceiros","[0.2006, 0.1454, 0.0969, 0.0606, 0.0554, 0.0449, 0.0359, 0.0345, 0.0342, 0.0288]"
403,"aeroporto, guarulhos, voos, pista, cancelados, interdita, estoura, congonhas, decola, aeroportos","[0.1345, 0.1309, 0.0736, 0.0696, 0.0653, 0.0553, 0.0521, 0.0483, 0.0429, 0.0334]"
404,"repassem, restabelecimento, reflitam, contate, reflita, receba, reviravolta, repasse, rever, relembrando","[0.3023, 0.1729, 0.1078, 0.1047, 0.0837, 0.0803, 0.0668, 0.0644, 0.0614, 0.0608]"
405,"ministerio, secretaria, definir, desenvolvimento, marcio, aurelio, relacoes, samek, massuda, jilmar","[0.0792, 0.0532, 0.0281, 0.0235, 0.0213, 0.0202, 0.0193, 0.0186, 0.0186, 0.0186]"
406,"jornalistas, influencers, convoca, censurar, tenta, pronunciamento, cr7, imprensa, fabio, faria","[0.0627, 0.0565, 0.044, 0.0403, 0.0365, 0.029, 0.0287, 0.0281, 0.028, 0.0279]"
407,"primeiro, derradeiros, turno, igual, melhoramos, encrementada, urrru, ceasa, convencelo, tacalhepau","[0.0622, 0.0383, 0.0363, 0.0219, 0.021, 0.021, 0.021, 0.0195, 0.0173, 0.0173]"
408,"uiiiiiiiiiii, tofolli, bicho, pegou, cargo, acaba, passar, dias, alexandre, moraes","[0.3484, 0.3108, 0.2288, 0.1959, 0.1305, 0.0943, 0.0603, 0.0354, 0.0325, 0.0289]"
409,"moto, motociatas, motos, pilotava, encarregado, quadriciclo, motoqueiros, alvejada, motociata, somando","[0.0706, 0.0623, 0.0427, 0.038, 0.038, 0.038, 0.035, 0.0305, 0.0259, 0.0258]"
410,"governador, varremos, pairam, gentilmente, digitou, decepcoes, vagner, solenidade, valentes, incertezas","[0.0484, 0.0275, 0.0264, 0.0248, 0.0236, 0.0227, 0.022, 0.0211, 0.0189, 0.0188]"
411,"retidos, lava, desbloqueio, jato, marisa, 390, gilmar, mendes, subsistencia, determina","[0.0719, 0.0603, 0.0587, 0.058, 0.0524, 0.0522, 0.0457, 0.0443, 0.0378, 0.0364]"
412,"atualizando, entrem, grosso, mato, amapa, goias, acre, catarina, piaui, sul","[0.0554, 0.0466, 0.0454, 0.0454, 0.0357, 0.035, 0.0347, 0.0325, 0.0318, 0.0285]"
413,"barris, fritura, 10km, ultrapassa, movido, oleo, petroleo, natural, gas, litro","[0.0711, 0.0606, 0.0593, 0.0544, 0.0507, 0.0496, 0.0392, 0.0348, 0.0341, 0.0323]"
414,"eitaaa, leonardo, gravissimas, biden, interferiu, joinville, tribunanacional, fox, declara, joe","[0.1094, 0.0609, 0.0602, 0.0506, 0.0487, 0.0486, 0.0481, 0.0431, 0.0426, 0.0407]"
415,"prefeito, prefeitos, desarmada, ceder, provocacao, posicionamento, cair, cidade, esferas, condado","[0.0459, 0.0299, 0.0261, 0.025, 0.0177, 0.0167, 0.0161, 0.015, 0.0149, 0.0132]"
416,"palacio, carnaval, duque, caxias, planalto, leste, escuta, rocho, chegarei, keste","[0.1005, 0.0766, 0.0499, 0.0464, 0.0454, 0.0303, 0.0238, 0.0157, 0.0157, 0.0157]"
417,"joga, menina, 10min10, 11min, spoiler, estuprou, antecedencia, fake, banca, tweet","[0.0382, 0.0344, 0.0294, 0.0294, 0.0286, 0.0284, 0.0278, 0.027, 0.0266, 0.026]"
418,"inscritos, inovacao, divulguem, participar, arrebentar, contatos, oficial, deste, canal, perto","[0.102, 0.0898, 0.0502, 0.0449, 0.0426, 0.0423, 0.0353, 0.0322, 0.0293, 0.0273]"
419,"fraude, provar, percebia, arrastou, galinhas, restabeleca, direitinho, 5deg, comecamos, raposa","[0.0226, 0.0168, 0.0154, 0.0128, 0.012, 0.0112, 0.0107, 0.0102, 0.01, 0.0097]"
420,"facchin, estudiosa, ana, bento, goncalves, ouca, repassar, jornalista, ouvir, pena","[0.2072, 0.1925, 0.1765, 0.165, 0.1129, 0.09, 0.0653, 0.064, 0.0609, 0.052]"
421,"cujas, maquiavel, nicolau, merece, escravidao, esforcam, lenientes, sufocados, aparencias, 1527","[0.0471, 0.0465, 0.0454, 0.0362, 0.0306, 0.029, 0.029, 0.029, 0.0286, 0.0282]"
422,"mindinho, detona, gentili, superlive, assaltada, portalcidade, olarte, desabafa, tragedia, danilo","[0.0403, 0.0327, 0.0307, 0.029, 0.0271, 0.0248, 0.0226, 0.0216, 0.019, 0.0177]"
423,"segurar, cachorros, iria, senta, 2010, ar, quero, dedo, propaganda, internet","[0.1941, 0.133, 0.1084, 0.1026, 0.0698, 0.0676, 0.063, 0.0596, 0.055, 0.0477]"
424,"huss, major, menezes, santinho, 22000, colinha, coronel, amazonas, fabio, alberto","[0.0726, 0.059, 0.0581, 0.058, 0.0505, 0.0457, 0.0421, 0.0379, 0.0372, 0.0318]"
425,"17890, 12427, 1245, 327, 8789, 459, portugal, alemanha, votos, franca","[0.1691, 0.1691, 0.1676, 0.1669, 0.1641, 0.164, 0.0759, 0.0726, 0.0665, 0.0644]"
426,"pib, eleva, inflacao, lucro, seguida, 15a, projecao, reduz, 2023, 17a","[0.0669, 0.0665, 0.0574, 0.0501, 0.0425, 0.0395, 0.0391, 0.0344, 0.033, 0.0319]"
427,"fome, enxugue, quebradeira, empenhe, ilusoes, futuramente, acontecido, assada, amigosdobem, fazelo","[0.0738, 0.043, 0.0415, 0.0404, 0.0333, 0.0323, 0.0245, 0.0237, 0.0237, 0.0233]"
428,"identifiquem, c3nsur4, indiquem, interessante, mudando, link, postagem, nomes, nome, doro","[0.0407, 0.0327, 0.0309, 0.0288, 0.024, 0.0229, 0.0226, 0.0214, 0.0184, 0.0179]"
429,"brasilsemmedo, 22vamos, malawe, reservaram, intercedendo, garrincha, amistoso, mane, estadio, africa","[1.9883, 0.0942, 0.0942, 0.0779, 0.0641, 0.0624, 0.0596, 0.0496, 0.0383, 0.032]"
430,"pronuncia, paroco, aclamado, cirio, bencao, datena, nazare, apoiara, pensandodireita, segundo","[0.1523, 0.0795, 0.0684, 0.0524, 0.0409, 0.0399, 0.035, 0.0282, 0.0276, 0.0215]"
431,"38deg, prainha, sudeste, 07, funda, infantaria, velha, 9a, tropa44, pdc","[0.0702, 0.059, 0.0306, 0.0286, 0.0274, 0.0273, 0.0267, 0.0254, 0.0242, 0.0228]"
432,"suspensas, suspensa, twitter, normalizacao, derruba, levara, removida, musk, terrabrasilnoticias, contas","[0.1009, 0.069, 0.0547, 0.0501, 0.0422, 0.0354, 0.0351, 0.0343, 0.0337, 0.0319]"
433,"furacao, ucrania, agosto, russia, rodada, serie, mundial, ibovespa, russo, fishing","[0.0052, 0.0039, 0.0039, 0.0036, 0.0035, 0.0032, 0.003, 0.0028, 0.0027, 0.0027]"
434,"festejando, equivocada, casal, mostrem, programado, natal, comercial, materia, muiiito, infiltrar","[0.1228, 0.1218, 0.1088, 0.0823, 0.0802, 0.0699, 0.0664, 0.0401, 0.0298, 0.027]"
435,"gayer, gustavo, demite, chegarem, avisou, funcionario, param, pensandodireita, roubo, planos","[0.0696, 0.058, 0.0525, 0.0488, 0.0482, 0.0327, 0.0289, 0.0231, 0.0207, 0.0207]"
436,"indios, procuradora, indio, laiz, vilhena, indigenas, br364, indigena, rondonia, ovo","[0.1966, 0.0385, 0.0279, 0.0192, 0.0187, 0.0186, 0.0175, 0.0155, 0.0141, 0.0132]"
